"borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"215",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4728,27,NA,"B9","3521 TIEMANN AVENUE                      ","            ",10469,2,0,2,4200,3300,1970,1,"B9","$ 423,280","2015-06-29",423280,3300,4200,0
"216",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4728,86,NA,"B1","3419 TIEMANN AVENUE                      ","            ",10469,2,0,2,2280,1926,1960,1,"B1","$ 400,000","2016-01-14",4e+05,1926,2280,0
"217",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4728,93,NA,"B1","1665 TILLOTSON AVENUE                    ","            ",10469,2,0,2,2415,1872,1950,1,"B1","$ 465,000","2015-07-31",465000,1872,2415,0
"220",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4730,14,NA,"B2","3429 WICKHAM AVENUE                      ","            ",10469,2,0,2,2375,1500,1901,1,"B2","$ 450,000","2015-08-21",450000,1500,2375,0
"221",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4730,53,NA,"B2","3438 GUNTHER AVENUE                      ","            ",10469,2,0,2,2375,1560,1950,1,"B2","$ 255,000","2015-09-08",255000,1560,2375,0
"225",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4737,32,NA,"B3","3317 FENTON AVENUE                       ","            ",10469,2,0,2,1900,1406,1945,1,"B3","$ 230,000","2015-12-14",230000,1406,1900,0
"226",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4737,60,NA,"B1","3332 SEYMOUR AVENUE                      ","            ",10469,2,0,2,2450,2650,1960,1,"B1","$ 485,000","2015-11-03",485000,2650,2450,0
"229",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4738,24,NA,"B1","3333 CORSA AVENUE                        ","            ",10469,2,0,2,1925,1952,1955,1,"B1","$ 381,600","2015-08-07",381600,1952,1925,0
"232",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4740,15,NA,"B1","3227 SEYMOUR AVENUE                      ","            ",10469,2,0,2,2500,2160,1920,1,"B1","$ 545,000","2015-12-29",545000,2160,2500,0
"235",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4741,51,NA,"B9","3240 SEYMOUR AVENUE                      ","            ",10469,2,0,2,2033,1536,1945,1,"B9","$ 365,000","2016-01-12",365000,1536,2033,0
"236",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4741,51,NA,"B9","3240 SEYMOUR AVENUE                      ","            ",10469,2,0,2,2033,1536,1945,1,"B9","$ 190,000","2015-06-23",190000,1536,2033,0
"237",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4744,8,NA,"B3","3343 MICKLE AVENUE                       ","            ",10469,2,0,2,1520,1440,1940,1,"B3","$ 475,000","2016-04-11",475000,1440,1520,0
"238",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4744,8,NA,"B3","3343 MICKLE AVENUE                       ","            ",10469,2,0,2,1520,1440,1940,1,"B3","$ 152,000","2015-06-19",152000,1440,1520,0
"239",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4744,32,NA,"B1","1511 GIVAN AVENUE                        ","            ",10469,2,0,2,1830,2070,1940,1,"B1","$ 400,000","2015-06-11",4e+05,2070,1830,0
"240",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4744,48,NA,"B1","3332 EASTCHESTER ROAD                    ","            ",10469,2,0,2,2300,1762,1930,1,"B1","$ 348,075","2016-01-28",348075,1762,2300,0
"241",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4744,49,NA,"B1","3334 EASTCHESTER ROAD                    ","            ",10469,2,0,2,2300,2156,1930,1,"B1","$ 158,300","2016-03-03",158300,2156,2300,0
"243",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4748,15,NA,"B2","3223 KINGSLAND AVENUE                    ","            ",10469,2,0,2,4750,2880,1965,1,"B2","$ 450,000","2015-05-21",450000,2880,4750,0
"244",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4749,42,NA,"B1","3306 KINGSLAND AVENUE                    ","            ",10469,2,0,2,2280,1701,1950,1,"B1","$ 445,000","2015-10-01",445000,1701,2280,0
"246",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4751,27,NA,"B1","3315 WICKHAM AVENUE                      ","            ",10469,2,0,2,2874,3034,1970,1,"B1","$ 450,000","2015-06-17",450000,3034,2874,0
"247",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4752,60,NA,"B1","3209 WICKHAM AVENUE                      ","            ",10469,2,0,2,1920,2585,1970,1,"B1","$ 440,000","2016-02-12",440000,2585,1920,0
"249",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4752,74,NA,"B1","3216 GUNTHER AVENUE                      ","            ",10469,2,0,2,2695,2080,1970,1,"B1","$ 470,000","2016-04-18",470000,2080,2695,0
"250",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4752,127,NA,"B1","1752 GIVAN AVENUE                        ","            ",10469,2,0,2,1849,1850,2005,1,"B1","$ 333,000","2016-02-15",333000,1850,1849,0
"253",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4761,29,NA,"B3","3172 FENTON AVENUE                       ","            ",10469,2,0,2,2500,1470,1945,1,"B3","$ 500,000","2016-03-16",5e+05,1470,2500,0
"254",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4762,70,NA,"B3","3066 FENTON AVENUE                       ","            ",10469,2,0,2,1375,2480,1931,1,"B3","$ 325,000","2016-01-11",325000,2480,1375,0
"255",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4763,25,NA,"B1","3121 MICKLE AVENUE                       ","            ",10469,2,0,2,2688,1461,1950,1,"B1","$ 241,000","2016-04-12",241000,1461,2688,0
"256",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4763,35,NA,"B1","1523 HAMMERSLEY                          ","            ",10469,2,0,2,1805,2474,1950,1,"B1","$ 405,000","2015-08-27",405000,2474,1805,0
"257",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4763,116,NA,"B3","3143 MICKLE AVE                          ","            ",10469,2,0,2,2044,1531,1950,1,"B3","$ 451,500","2015-06-17",451500,1531,2044,0
"258",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4766,10,NA,"B3","1520 HAMMERSLEY AVENUE                   ","            ",10469,2,0,2,2502,1258,1935,1,"B3","$ 410,000","2016-03-25",410000,1258,2502,0
"260",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4768,7,NA,"B1","1662 HAMMERSLEY AVE                      ","            ",10469,2,0,2,1917,2394,1960,1,"B1","$ 455,008","2015-08-24",455008,2394,1917,0
"261",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4768,7,NA,"B1","1662 HAMMERSLEY AVENUE                   ","            ",10469,2,0,2,1917,2394,1960,1,"B1","$ 455,008","2015-08-10",455008,2394,1917,0
"262",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4775,32,NA,"B1","1809 ADEE AVENUE                         ","            ",10469,2,0,2,2477,1584,1955,1,"B1","$ 597,751","2015-05-18",597751,1584,2477,0
"263",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4778,20,NA,"B3","3107 EDSON AVENUE                        ","            ",10469,2,0,2,3642,1750,1950,1,"B3","$ 386,900","2015-09-21",386900,1750,3642,0
"264",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4778,157,NA,"B2","3152 GRACE AVENUE                        ","            ",10469,2,0,2,1900,1665,2004,1,"B2","$ 559,000","2015-12-17",559000,1665,1900,0
"266",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4785,15,NA,"B1","2975 TIEMANN AVENUE                      ","            ",10469,2,0,2,1856,1548,1960,1,"B1","$ 420,000","2016-01-15",420000,1548,1856,0
"267",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4788,139,NA,"B1","2906 TIEMANN AVENUE                      ","            ",10469,2,0,2,1895,2500,1955,1,"B1","$ 565,000","2015-09-17",565000,2500,1895,0
"268",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4789,11,NA,"B3","2945 WICKHAM AVENUE                      ","            ",10469,2,0,2,4750,2385,1901,1,"B3","$ 221,000","2016-03-29",221000,2385,4750,0
"269",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4790,14,NA,"B1","2947 BRUNER AVENUE                       ","            ",10469,2,0,2,2375,2605,2010,1,"B1","$ 485,000","2015-12-18",485000,2605,2375,0
"271",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4792,29,NA,"B1","2803 GUNTHER AVENUE                      ","            ",10469,2,0,2,1868,2351,1960,1,"B1","$ 275,000","2016-02-10",275000,2351,1868,0
"272",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4795,142,NA,"B1","2824 BRUNER AVENUE                       ","            ",10469,2,0,2,2630,1970,2006,1,"B1","$ 560,000","2015-06-05",560000,1970,2630,0
"273",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4796,124,NA,"B2","2921 GRACE AVENUE                        ","            ",10469,2,0,2,2375,2040,2004,1,"B2","$ 300,000","2015-11-06",3e+05,2040,2375,0
"274",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4796,147,NA,"B2","2920 ELY AVENUE                          ","            ",10469,2,0,2,2375,2040,2004,1,"B2","$ 545,000","2015-05-14",545000,2040,2375,0
"275",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4796,148,NA,"B2","2922 ELY AVENUE                          ","            ",10469,2,0,2,2375,2040,2004,1,"B2","$ 465,000","2015-07-29",465000,2040,2375,0
"276",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4799,137,NA,"B1","1904 ARNOW AVENUE                        ","            ",10469,2,0,2,2064,3600,2006,1,"B1","$ 600,000","2016-02-08",6e+05,3600,2064,0
"277",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4881,135,NA,"B1","3349 EDSON AVENUE                        ","            ",10469,2,0,2,2375,2142,2007,1,"B1","$ 537,000","2015-05-13",537000,2142,2375,0
"279",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4887,42,NA,"B1","3438 EDSON AVE                           ","            ",10469,2,0,2,2020,1051,1925,1,"B1","$ 205,000","2016-03-31",205000,1051,2020,0
"281",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4898,5,NA,"B9","1281 EAST 223RD                          ","            ",10466,2,0,2,1264,960,1955,1,"B9","$ 192,000","2016-01-29",192000,960,1264,0
"282",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4900,46,NA,"B1","3663 EASTCHESTER RD                      ","            ",10466,2,0,2,3900,1584,1950,1,"B1","$ 475,000","2015-05-15",475000,1584,3900,0
"283",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4901,28,NA,"B1","1144 EAST 223 STREET                     ","            ",10466,2,0,2,1806,2106,1955,1,"B1","$ 277,000","2015-11-19",277000,2106,1806,0
"285",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4916,35,NA,"B3","3615 DE REIMER AVENUE                    ","            ",10466,2,0,2,5084,2250,1949,1,"B3","$ 514,000","2015-08-27",514000,2250,5084,0
"286",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4921,68,NA,"B1","3646 PALMER AVENUE                       ","            ",10466,2,0,2,2508,2310,1960,1,"B1","$ 475,000","2015-11-19",475000,2310,2508,0
"288",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4921,136,NA,"B2","3645 BOLLER AVENUE                       ","            ",10466,2,0,2,3097,2200,1996,1,"B2","$ 460,000","2015-11-18",460000,2200,3097,0
"289",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4921,138,NA,"B2","3625 BOLLER AVENUE                       ","            ",10466,2,0,2,3120,2146,1995,1,"B2","$ 430,000","2015-08-27",430000,2146,3120,0
"290",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4921,180,NA,"B2","3684 PALMER AVENUE                       ","            ",10466,2,0,2,3495,2200,1997,1,"B2","$ 493,000","2016-01-19",493000,2200,3495,0
"292",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4924,121,NA,"B2","3879 BOSTON ROAD                         ","            ",10466,2,0,2,1669,2950,2010,1,"B2","$ 497,000","2016-02-18",497000,2950,1669,0
"293",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4924,122,NA,"B2","3877 BOSTON ROAD                         ","            ",10466,2,0,2,1938,3028,2010,1,"B2","$ 500,000","2015-07-01",5e+05,3028,1938,0
"294",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4924,123,NA,"B2","3500 BOLLER AVENUE                       ","            ",10466,2,0,2,3604,2320,2010,1,"B2","$ 450,000","2016-02-10",450000,2320,3604,0
"295",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4924,127,NA,"B2","BOSTON ROAD                              ","            ",10466,2,0,2,3050,3076,2010,1,"B2","$ 529,000","2015-05-20",529000,3076,3050,0
"296",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4929,15,NA,"B1","3935 ELY                                 ","            ",10466,2,0,2,1820,1920,1961,1,"B1","$ 548,625","2016-04-19",548625,1920,1820,0
"297",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4929,15,NA,"B1","3935 ELY AVE                             ","            ",10466,2,0,2,1820,1920,1961,1,"B1","$ 290,000","2015-10-28",290000,1920,1820,0
"298",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4929,33,NA,"B1","4166 LACONIA AVENUE                      ","            ",10466,2,0,2,2000,1836,1964,1,"B1","$ 390,000","2015-12-22",390000,1836,2000,0
"300",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4929,71,NA,"B1","1103 EAST 231 STREET                     ","            ",10466,2,0,2,2684,1952,1955,1,"B1","$ 545,000","2015-09-24",545000,1952,2684,0
"301",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4934,12,NA,"B1","3921 GRACE AVENUE                        ","            ",10466,2,0,2,1995,2714,1965,1,"B1","$ 440,000","2015-05-27",440000,2714,1995,0
"303",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4939,14,NA,"B9","3879 AMUNDSON AVENUE                     ","            ",10466,2,0,2,1800,1701,1957,1,"B9","$ 258,570","2016-01-25",258570,1701,1800,0
"304",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4939,100,NA,"B3","3884 SETON AVENUE                        ","            ",10466,2,0,2,2500,1294,1925,1,"B3","$ 400,000","2015-11-09",4e+05,1294,2500,0
"307",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4941,42,NA,"B2","3663 VARIAN AVENUE                       ","            ",10466,2,0,2,2628,2270,1999,1,"B2","$ 499,000","2015-06-29",499000,2270,2628,0
"309",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4942,29,NA,"B2","3670 VARIAN AVE                          ","            ",10466,2,0,2,2792,2270,1999,1,"B2","$ 502,000","2015-12-30",502000,2270,2792,0
"310",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4945,73,NA,"B1","1454 EAST 233 STREET                     ","            ",10466,2,0,2,1827,2280,1952,1,"B1","$ 380,000","2016-01-22",380000,2280,1827,0
"311",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4945,85,NA,"B1","1474 EAST 233 STREET                     ","            ",10466,2,0,2,1230,1683,1965,1,"B1","$ 295,000","2015-08-31",295000,1683,1230,0
"312",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4947,5,NA,"B3","2209 LIGHT STREET                        ","            ",10466,2,0,2,3300,1649,1925,1,"B3","$ 225,000","2016-04-11",225000,1649,3300,0
"313",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4952,55,NA,"B2","3625 PROVOST AVENUE                      ","            ",10466,2,0,2,3675,2088,1925,1,"B2","$ 430,500","2015-05-15",430500,2088,3675,0
"314",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4955,48,NA,"B9","3925 DEREIMER AVENUE                     ","            ",10466,2,0,2,1710,1872,1959,1,"B9","$ 380,000","2015-12-18",380000,1872,1710,0
"315",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4956,22,NA,"B1","3952 DE REIMER AVENUE                    ","            ",10466,2,0,2,1710,1728,1962,1,"B1","$ 500,000","2016-02-22",5e+05,1728,1710,0
"317",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4956,30,NA,"B1","2024 STRANG AVENUE                       ","            ",10466,2,0,2,1574,1728,1962,1,"B1","$ 395,000","2015-06-11",395000,1728,1574,0
"319",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4958,52,NA,"B1","3953 HILL AVENUE                         ","            ",10466,2,0,2,2660,2700,1932,1,"B1","$ 250,000","2016-02-26",250000,2700,2660,0
"320",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4958,52,NA,"B1","3953 HILL AVENUE                         ","            ",10466,2,0,2,2660,2700,1932,1,"B1","$ 235,000","2015-07-21",235000,2700,2660,0
"325",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4965,134,NA,"B1","3939 SECOR AVENUE                        ","            ",10466,2,0,2,2712,2083,2007,1,"B1","$ 450,500","2015-05-15",450500,2083,2712,0
"327",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4965,135,NA,"B1","3937 SECOR AVENUE                        ","            ",10466,2,0,2,1940,2083,2007,1,"B1","$ 450,500","2015-05-15",450500,2083,1940,0
"329",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4965,136,NA,"B1","3935 SECOR AVENUE                        ","            ",10466,2,0,2,1940,2083,2007,1,"B1","$ 450,500","2015-05-15",450500,2083,1940,0
"331",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4965,137,NA,"B1","3933 SECOR AVENUE                        ","            ",10466,2,0,2,2712,2083,2007,1,"B1","$ 450,500","2015-05-15",450500,2083,2712,0
"335",2,"BAYCHESTER               ","02  TWO FAMILY DWELLINGS                    ","1",4969,13,NA,"B1","4017 DYRE AVENUE                         ","            ",10466,2,0,2,2330,1734,1965,1,"B1","$ 458,000","2015-12-08",458000,1734,2330,0
