"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"23303",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11781,304,NA,"A1","130-58 VAN WYCK EXPRESSWAY"," ",11420," 1 "," -   "," 1 "," 3,000 "," 1,026 ",1935,1,"A1"," $392,500 ","12/19/2016",392500,1026,3000,0
"23304",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11781,317,NA,"A1","130-30 VAN WYCK EXPWY SR W"," ",11420," 1 "," -   "," 1 "," 3,000 "," 1,026 ",1935,1,"A1"," $330,000 ","10/28/2016",330000,1026,3000,0
"23305",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11781,318,NA,"A1","130-28 VAN WYCK EXPWY SR W"," ",11420," 1 "," -   "," 1 "," 3,000 "," 1,026 ",1935,1,"A1"," $448,000 ","12/9/2016",448000,1026,3000,0
"23306",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11783,36,NA,"A1","124-10 133RD   AVENUE"," ",11420," 1 "," -   "," 1 "," 2,000 "," 1,064 ",1925,1,"A1"," $430,000 ","6/3/2016",430000,1064,2000,0
"23309",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11789,3,NA,"A2","130-15 135TH AVENUE"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,075 ",1965,1,"A2"," $525,000 ","5/10/2016",525000,1075,4000,0
"23310",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11790,24,NA,"A2","133-05 130TH PLACE"," ",11420," 1 "," -   "," 1 "," 5,100 "," 1,170 ",1965,1,"A2"," $350,000 ","2/22/2016",350000,1170,5100,0
"23311",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11793,72,NA,"A1","133-16 134TH STREET"," ",11420," 1 "," -   "," 1 "," 3,248 "," 1,298 ",1930,1,"A1"," $266,000 ","12/29/2016",266000,1298,3248,0
"23312",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11795,71,NA,"A1","133-30 135TH   PLACE"," ",11420," 1 "," -   "," 1 "," 2,067 "," 994 ",1930,1,"A1"," $190,000 ","9/20/2016",190000,994,2067,0
"23313",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11796,13,NA,"A0","133-28 VAN WYCK EXPRESSWAY"," ",11420," 1 "," -   "," 1 "," 5,106 "," 1,125 ",1945,1,"A0"," $410,000 ","10/28/2016",410000,1125,5106,0
"23314",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11796,30,NA,"A2","133-35 135TH PLACE"," ",11420," 1 "," -   "," 1 "," 4,100 "," 874 ",1950,1,"A2"," $340,000 ","4/25/2016",340000,874,4100,0
"23315",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11800,1,NA,"A2","114-19 149TH AVENUE"," ",11420," 1 "," -   "," 1 "," 4,000 "," 798 ",1930,1,"A2"," $560,000 ","8/17/2016",560000,798,4000,0
"23316",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11800,13,NA,"A0","135-47 114TH STREET"," ",11420," 1 "," -   "," 1 "," 6,000 "," 1,275 ",1950,1,"A0"," $730,000 ","12/19/2016",730000,1275,6000,0
"23318",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11800,29,NA,"A5","135-17 114TH STREET"," ",11420," 1 "," -   "," 1 "," 2,400 "," 1,358 ",1930,1,"A5"," $460,000 ","7/11/2016",460000,1358,2400,0
"23319",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11802,10,NA,"A3","135-55 115TH   STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 2,700 ",1975,1,"A3"," $730,000 ","2/29/2016",730000,2700,4000,0
"23321",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11803,12,NA,"A5","135-49 116TH   STREET"," ",11420," 1 "," -   "," 1 "," 2,000 "," 1,600 ",1950,1,"A5"," $265,000 ","6/30/2016",265000,1600,2000,0
"23322",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11803,25,NA,"A5","135-23 116TH STREET"," ",11420," 1 "," -   "," 1 "," 2,000 "," 1,400 ",1950,1,"A5"," $432,500 ","7/29/2016",432500,1400,2000,0
"23323",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11804,12,NA,"A1","135-47 117TH STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,376 ",1925,1,"A1"," $380,000 ","10/24/2016",380000,1376,4000,0
"23324",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11804,35,NA,"A5","117-06 135TH   AVENUE"," ",11420," 1 "," -   "," 1 "," 1,640 "," 1,400 ",1950,1,"A5"," $485,000 ","4/29/2016",485000,1400,1640,0
"23326",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11804,60,NA,"A0","135-44 118TH STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,313 ",1950,1,"A0"," $300,000 ","12/14/2016",3e+05,1313,4000,0
"23327",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11814,9,NA,"A0","149-55 114TH   STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,328 ",1950,1,"A0"," $560,000 ","6/23/2016",560000,1328,4000,0
"23329",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11816,5,NA,"A0","115-11 150TH AVENUE"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,050 ",1950,1,"A0"," $452,000 ","4/11/2016",452000,1050,4000,0
"23330",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11816,12,NA,"A1","149-49 115TH STREET"," ",11420," 1 "," -   "," 1 "," 2,000 "," 840 ",1901,1,"A1"," $490,000 ","12/14/2016",490000,840,2000,0
"23331",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11818,28,NA,"A0","149-15 117TH STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,178 ",1945,1,"A0"," $575,000 ","5/31/2016",575000,1178,4000,0
"23333",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11820,45,NA,"A0","149-26 120TH   STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,405 ",1945,1,"A0"," $560,000 ","3/22/2016",560000,1405,4000,0
"23335",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11821,46,NA,"A0","149-18 121ST STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,465 ",1945,1,"A0"," $262,622 ","8/5/2016",262622,1465,4000,0
"23337",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11823,13,NA,"A5","149-47 122ND STREET"," ",11420," 1 "," -   "," 1 "," 2,025 "," 1,540 ",1945,1,"A5"," $390,000 ","10/7/2016",390000,1540,2025,0
"23338",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11840,46,NA,"A5","150-18 118TH   STREET"," ",11420," 1 "," -   "," 1 "," 2,902 "," 3,217 ",2011,1,"A5"," $690,000 ","12/15/2016",690000,3217,2902,0
"23339",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11862,27,NA,"A2","135-15 128TH STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 2,806 ",1940,1,"A2"," $550,000 ","9/15/2016",550000,2806,4000,0
"23340",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11866,56,NA,"A1","149-42 124 STREET"," ",11420," 1 "," -   "," 1 "," 2,000 "," 1,360 ",1940,1,"A1"," $353,000 ","3/3/2016",353000,1360,2000,0
"23343",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11893,9,NA,"A2","124-01 152ND AVENUE"," ",11420," 1 "," -   "," 1 "," 4,500 "," 1,125 ",1950,1,"A2"," $560,000 ","1/12/2017",560000,1125,4500,0
"23345",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11896,9,NA,"A2","127-03 152ND AVENUE"," ",11420," 1 "," -   "," 1 "," 4,800 "," 1,078 ",1950,1,"A2"," $375,000 ","9/13/2016",375000,1078,4800,0
"23346",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11896,26,NA,"A2","150-19 127 STREET"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,020 ",1930,1,"A2"," $845,000 ","12/22/2016",845000,1020,4000,0
"23347",4,"SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS                    ","1",11897,8,NA,"A2","128-03 152ND AVENUE"," ",11420," 1 "," -   "," 1 "," 4,000 "," 1,125 ",1950,1,"A2"," $557,000 ","12/9/2016",557000,1125,4000,0
"23348",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11592,19,NA,"B2","109-28 112TH STREET"," ",11420," 2 "," -   "," 2 "," 2,456 "," 2,270 ",1935,1,"B2"," $760,000 ","11/30/2016",760000,2270,2456,0
"23349",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11592,22,NA,"B2","109-32 112TH STREET"," ",11420," 2 "," -   "," 2 "," 2,456 "," 2,270 ",1935,1,"B2"," $670,000 ","10/17/2016",670000,2270,2456,0
"23351",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11593,54,NA,"B2","109-23 112TH   STREET"," ",11420," 2 "," -   "," 2 "," 3,153 "," 2,252 ",1935,1,"B2"," $710,000 ","9/27/2016",710000,2252,3153,0
"23354",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11594,60,NA,"B3","109-11 113TH   STREET"," ",11420," 2 "," -   "," 2 "," 2,300 "," 1,372 ",1925,1,"B3"," $390,000 ","5/2/2016",390000,1372,2300,0
"23355",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11597,16,NA,"B3","109-20 117TH STREET"," ",11420," 2 "," -   "," 2 "," 3,887 "," 1,683 ",1925,1,"B3"," $499,999 ","7/8/2016",499999,1683,3887,0
"23356",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11597,40,NA,"B3","116-03 111TH AVENUE"," ",11420," 2 "," -   "," 2 "," 2,100 "," 1,248 ",1920,1,"B3"," $560,000 ","12/12/2016",560000,1248,2100,0
"23358",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11602,8,NA,"B3","121-16 109TH AVENUE"," ",11420," 2 "," -   "," 2 "," 3,000 "," 1,356 ",1930,1,"B3"," $490,000 ","11/22/2016",490000,1356,3000,0
"23359",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11602,18,NA,"B3","109-22 122ND STREET"," ",11420," 2 "," -   "," 2 "," 2,500 "," 1,886 ",1930,1,"B3"," $405,000 ","8/8/2016",405000,1886,2500,0
"23361",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11603,25,NA,"B3","109-38 123RD STREET"," ",11420," 2 "," -   "," 2 "," 4,100 "," 2,832 ",1930,1,"B3"," $990,000 ","1/9/2017",990000,2832,4100,0
"23362",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11603,25,NA,"B3","109-38 123RD STREET"," ",11420," 2 "," -   "," 2 "," 4,100 "," 2,832 ",1930,1,"B3"," $450,000 ","4/12/2016",450000,2832,4100,0
"23363",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11606,25,NA,"B3","109-38 126 STREET"," ",11420," 2 "," -   "," 2 "," 2,500 "," 1,284 ",1920,1,"B3"," $540,000 ","9/9/2016",540000,1284,2500,0
"23364",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11608,19,NA,"B3","127-22 HAWTREE CREEK ROAD"," ",11420," 2 "," -   "," 2 "," 3,035 "," 1,398 ",1930,1,"B3"," $585,000 ","5/18/2016",585000,1398,3035,0
"23365",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11608,39,NA,"S2","127-07 111TH AVENUE"," ",11420," 2 "," 1 "," 3 "," 2,000 "," 2,400 ",1920,1,"S2"," $665,000 ","12/30/2016",665000,2400,2000,0
"23367",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11608,52,NA,"B3","127-10 HAWTREE CREEK ROAD"," ",11420," 2 "," -   "," 2 "," 2,585 "," 1,326 ",1930,1,"B3"," $180,000 ","4/20/2016",180000,1326,2585,0
"23369",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11612,51,NA,"B3","109-55 132 STREET"," ",11420," 2 "," -   "," 2 "," 2,400 "," 1,264 ",1930,1,"B3"," $525,000 ","3/23/2016",525000,1264,2400,0
"23370",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11613,63,NA,"B3","109-43 133RD STREET"," ",11420," 2 "," -   "," 2 "," 2,400 "," 1,312 ",1930,1,"B3"," $420,000 ","11/28/2016",420000,1312,2400,0
"23373",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11614,57,NA,"B2","109-63 134TH   STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,112 ",1965,1,"B2"," $460,000 ","6/21/2016",460000,2112,4000,0
"23374",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11616,8,NA,"B2","111-08 112TH STREET"," ",11420," 2 "," -   "," 2 "," 2,510 "," 2,252 ",1920,1,"B2"," $680,000 ","12/22/2016",680000,2252,2510,0
"23378",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11621,24,NA,"B3","111-36 117TH STREET"," ",11420," 2 "," -   "," 2 "," 2,915 "," 1,632 ",1925,1,"B3"," $335,000 ","4/20/2016",335000,1632,2915,0
"23379",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11621,24,NA,"B3","111-36 117TH STREET"," ",11420," 2 "," -   "," 2 "," 2,915 "," 1,632 ",1925,1,"B3"," $410,000 ","6/8/2016",410000,1632,2915,0
"23383",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11625,59,NA,"B3","111-19 120 ST"," ",11420," 2 "," -   "," 2 "," 2,000 "," 1,261 ",1920,1,"B3"," $306,000 ","3/11/2016",306000,1261,2000,0
"23384",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11626,25,NA,"B3","111-38 122 STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,800 ",1920,1,"B3"," $313,000 ","2/24/2016",313000,1800,4000,0
"23388",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11632,45,NA,"B3","111-45 127TH STREET"," ",11420," 2 "," -   "," 2 "," 2,400 "," 1,312 ",1920,1,"B3"," $305,000 ","8/3/2016",305000,1312,2400,0
"23390",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11635,42,NA,"B2","111-55 131ST STREET"," ",11420," 2 "," -   "," 2 "," 2,406 "," 1,488 ",1925,1,"B2"," $445,000 ","4/7/2016",445000,1488,2406,0
"23393",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11642,18,NA,"B1","114-22 116TH   STREET"," ",11420," 2 "," -   "," 2 "," 2,915 "," 1,584 ",1930,1,"B1"," $540,000 ","3/9/2016",540000,1584,2915,0
"23394",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11643,10,NA,"B1","116-20 LINDEN BOULEVARD"," ",11420," 2 "," -   "," 2 "," 3,100 "," 1,914 ",2004,1,"B1"," $650,000 ","11/18/2016",650000,1914,3100,0
"23395",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11643,16,NA,"B3","114-20 117 STREET"," ",11420," 2 "," -   "," 2 "," 1,943 "," 1,213 ",1930,1,"B3"," $435,000 ","5/16/2016",435000,1213,1943,0
"23396",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11647,58,NA,"B3","114-23 120TH   STREET"," ",11420," 2 "," -   "," 2 "," 2,000 "," 1,204 ",1925,1,"B3"," $400,000 ","7/12/2016",4e+05,1204,2000,0
"23399",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11651,57,NA,"B2","114-23 124 STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,840 ",1920,1,"B2"," $705,000 ","2/29/2016",705000,1840,4000,0
"23400",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11652,41,NA,"B3","125-01 115TH   AVENUE"," ",11420," 2 "," -   "," 2 "," 2,000 "," 1,656 ",1920,1,"B3"," $570,000 ","12/13/2016",570000,1656,2000,0
"23401",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11653,34,NA,"B3","126-13 115TH AVENUE"," ",11420," 2 "," -   "," 2 "," 3,500 "," 1,112 ",1915,1,"B3"," $160,000 ","5/31/2016",160000,1112,3500,0
"23403",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11657,33,NA,"B3","114-53 131ST STREET"," ",11420," 2 "," -   "," 2 "," 2,406 "," 1,617 ",1930,1,"B3"," $354,900 ","8/12/2016",354900,1617,2406,0
"23405",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11659,72,NA,"B1","114-27 133RD STREET"," ",11420," 2 "," -   "," 2 "," 2,317 "," 1,520 ",1940,1,"B1"," $335,000 ","3/4/2016",335000,1520,2317,0
"23406",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11659,74,NA,"B3","114-19 133RD STREET"," ",11420," 2 "," -   "," 2 "," 2,317 "," 1,600 ",1940,1,"B3"," $578,000 ","10/13/2016",578000,1600,2317,0
"23410",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11666,54,NA,"B3","115-27 122ND   STREET"," ",11420," 2 "," -   "," 2 "," 2,300 "," 1,296 ",1940,1,"B3"," $460,000 ","12/16/2016",460000,1296,2300,0
"23413",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11669,17,NA,"B3","115-24 126TH STREET"," ",11420," 2 "," -   "," 2 "," 2,500 "," 1,552 ",1930,1,"B3"," $520,000 ","1/26/2017",520000,1552,2500,0
"23414",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11670,48,NA,"B3","115-39 126TH  STREET"," ",11420," 2 "," -   "," 2 "," 2,000 "," 1,280 ",1935,1,"B3"," $357,000 ","8/11/2016",357000,1280,2000,0
"23415",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11670,48,NA,"B3","115-39 126TH   STREET"," ",11420," 2 "," -   "," 2 "," 2,000 "," 1,280 ",1935,1,"B3"," $671,118 ","3/11/2016",671118,1280,2000,0
"23417",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11672,6,NA,"B3","128-14 115TH AVENUE"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,952 ",1940,1,"B3"," $580,000 ","11/21/2016",580000,1952,4000,0
"23419",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11672,48,NA,"B3","115-35 128TH   STREET"," ",11420," 2 "," -   "," 2 "," 3,150 "," 1,520 ",1925,1,"B3"," $415,000 ","1/31/2017",415000,1520,3150,0
"23420",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11678,37,NA,"B3","115-52 VAN WYCK EXPWY SR W"," ",11420," 2 "," -   "," 2 "," 3,300 "," 1,698 ",1930,1,"B3"," $440,000 ","10/24/2016",440000,1698,3300,0
"23421",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11678,42,NA,"B2","135-05 116TH   AVENUE"," ",11420," 2 "," -   "," 2 "," 2,800 "," 1,596 ",1955,1,"B2"," $635,000 ","11/16/2016",635000,1596,2800,0
"23422",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11684,59,NA,"B2","116-11 127TH STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 2,024 ",1960,1,"B2"," $660,000 ","2/4/2016",660000,2024,4000,0
"23423",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11686,4,NA,"B3","130-08 116 AVENUE"," ",11420," 2 "," -   "," 2 "," 3,000 "," 1,532 ",1930,1,"B3"," $180,000 ","9/16/2016",180000,1532,3000,0
"23424",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11686,7,NA,"B3","130-14 116 AVENUE"," ",11420," 2 "," -   "," 2 "," 3,000 "," 1,532 ",1930,1,"B3"," $540,000 ","2/26/2016",540000,1532,3000,0
"23425",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11686,43,NA,"B3","130-01 FOCH BOULEVARD"," ",11420," 2 "," -   "," 2 "," 2,100 "," 1,414 ",1930,1,"B3"," $440,000 ","11/30/2016",440000,1414,2100,0
"23426",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11687,2,NA,"B3","131-04 116TH   AVENUE"," ",11420," 2 "," -   "," 2 "," 2,500 "," 1,568 ",1930,1,"B3"," $385,000 ","2/2/2016",385000,1568,2500,0
"23430",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11689,61,NA,"B3","116-13 133RD   STREET"," ",11420," 2 "," -   "," 2 "," 2,000 "," 1,616 ",1920,1,"B3"," $551,200 ","7/28/2016",551200,1616,2000,0
"23433",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11690,50,NA,"B3","116-33 134TH STREET"," ",11420," 2 "," -   "," 2 "," 2,088 "," 1,080 ",1925,1,"B3"," $435,000 ","8/10/2016",435000,1080,2088,0
"23434",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11690,56,NA,"B3","11621 134TH STREET"," ",11420," 2 "," -   "," 2 "," 4,177 "," 2,608 ",1955,1,"B3"," $750,000 ","10/18/2016",750000,2608,4177,0
"23436",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11694,15,NA,"B3","131-02 FOCH BOULEVARD"," ",11420," 2 "," -   "," 2 "," 2,000 "," 1,184 ",1930,1,"B3"," $190,000 ","11/8/2016",190000,1184,2000,0
"23437",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11695,8,NA,"S2","132-05 120TH AVENUE"," ",11420," 2 "," 1 "," 3 "," 2,000 "," 2,400 ",1920,1,"S2"," $300,000 ","7/5/2016",3e+05,2400,2000,0
"23438",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11698,55,NA,"B2","117-21 134TH STREET"," ",11420," 2 "," -   "," 2 "," 3,133 "," 2,000 ",2007,1,"B2"," $770,000 ","12/9/2016",770000,2000,3133,0
"23439",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11699,11,NA,"B2","117-14 VAN WYCK EXPRESSWAY"," ",11420," 2 "," -   "," 2 "," 4,160 "," 3,292 ",1950,1,"B2"," $665,000 ","3/29/2016",665000,3292,4160,0
"23440",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11702,13,NA,"B3","120-19 135TH STREET"," ",11420," 2 "," -   "," 2 "," 4,177 "," 1,344 ",1920,1,"B3"," $375,745 ","11/29/2016",375745,1344,4177,0
"23441",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11702,19,NA,"B2","120-09 135TH   STREET"," ",11420," 2 "," -   "," 2 "," 3,133 "," 1,656 ",1920,1,"B2"," $600,000 ","4/8/2016",6e+05,1656,3133,0
"23442",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11702,27,NA,"B2","120-12 VAN WYCK EXPRESSWAY"," ",11420," 2 "," -   "," 2 "," 4,183 "," 2,304 ",1998,1,"B2"," $495,706 ","7/6/2016",495706,2304,4183,0
"23444",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11707,53,NA,"B3","11536 115TH STREET"," ",11420," 2 "," -   "," 2 "," 4,000 "," 1,464 ",1925,1,"B3"," $660,000 ","10/17/2016",660000,1464,4000,0
"23445",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11708,39,NA,"S2","115-16 ROCKAWAY BOULEVARD"," ",11420," 2 "," 1 "," 3 "," 2,007 "," 2,400 ",1930,1,"S2"," $670,000 ","1/26/2017",670000,2400,2007,0
"23446",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11708,60,NA,"B3","115-50 116TH STREET"," ",11420," 2 "," -   "," 2 "," 2,500 "," 1,676 ",1930,1,"B3"," $520,000 ","8/26/2016",520000,1676,2500,0
"23447",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11710,43,NA,"B3","115-28 118 STREET"," ",11420," 2 "," -   "," 2 "," 3,000 "," 1,372 ",1930,1,"B3"," $599,000 ","5/9/2016",599000,1372,3000,0
"23448",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11715,70,NA,"B2","117-50 122ND   PLACE"," ",11420," 2 "," -   "," 2 "," 3,300 "," 2,829 ",1950,1,"B2"," $690,000 ","12/19/2016",690000,2829,3300,0
"23449",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11715,72,NA,"B2","11752 122 PLACE"," ",11420," 2 "," -   "," 2 "," 3,300 "," 2,829 ",1950,1,"B2"," $685,000 ","10/21/2016",685000,2829,3300,0
"23450",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11716,19,NA,"B2","11747 122 PLACE"," ",11420," 2 "," -   "," 2 "," 3,200 "," 2,967 ",1950,1,"B2"," $700,000 ","11/29/2016",7e+05,2967,3200,0
"23452",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11721,20,NA,"B3","132-31 114 PLACE"," ",11420," 2 "," -   "," 2 "," 2,350 "," 1,378 ",1925,1,"B3"," $422,000 ","9/2/2016",422000,1378,2350,0
"23453",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11721,58,NA,"B3","130-44 115TH  STREET"," ",11420," 2 "," -   "," 2 "," 2,500 "," 1,682 ",1925,1,"B3"," $395,000 ","7/26/2016",395000,1682,2500,0
"23455",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11725,2,NA,"B3","130-50 LEFFERTS BOULEVARD"," ",11420," 2 "," -   "," 2 "," 2,209 "," 1,608 ",1920,1,"B3"," $490,000 ","10/7/2016",490000,1608,2209,0
"23456",4,"SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11725,58,NA,"B3","130-42 LEFFERTS BLVD"," ",11420," 2 "," -   "," 2 "," 2,209 "," 1,619 ",1920,1,"B3"," $545,000 ","7/7/2016",545000,1619,2209,0
